Luganda
Educ_SportsUg bagenda kutandika okutendeka abasomesa kungeri y'okutangiramu ssenyiga omukambw
Program Olutindo ne Peter Kibazo olwaleero tukuleetedde Omwogezi w'Ekibiina kya Forum for Democratic Change era Omubaka wa Kira Municipality Ibrahim Ssemujju NgandTosubwa
Stecia Mayanja reveals she is still in contact with ex Sekyewa  #Koona
BEAUTY TIP: Smokey eye tutorial #SparkGirlfriends    Details
Is it important to post your relationship on social media?
"Kyabazinga of Busoga, William Wilberforce Kadhumbula Gabula Nadiope IV is out now and the 7th coronation ceremony has officially kicked of#Agafaeyo   Watch live here 👉👉"
"UPDATE: Minister of East African affairs and Kamuli Woman MP RebeccaKadagaUG has arrived for the 7th coronation ceremony of the Kyabazinga of Busoga, William Wilberforce Kadhumbula Gabula Nadiope I#Agafeyo    Stream live here 👉👉"
Programme Mukyakaze ne djdannio ne Tinna
Olunaku olwaleero ekibiina kya FDC kirayiizza abamyuuka b'omukulembeze bakyo babiri okuli Erias Lukwago owamasekkati gegwanga wamu ne Adeke Anna okuva mubuvanjub
Omusajja ow'emyaka 66 mu gwanga lya Austria Police emukutte oluvanyuma lw'okusanga nga yakwata omulambo gwanyina owemyaka 89 nagutereka munjuye okumala omwaka mulamba ngayagala asigale ngafuna obuyambi obuweebwa abakadd
Ekirooto kya Uganda okutandika okukola bus ezaayo kyengedde era nga bus zino zikolebwa nakasongola nga muzino mulimu nezikozesa amasanyalaze nga singa bus eno eba ekyajingiddwa nejjula bulungi esobola okutambula 300KM nga etwaala abasaabaze 90. omwaka 2022 wegunatuukira ...
Ekitongole ekikola kubyenjigiriza mu afghanistan kirangiridde nga zi ssentendekero mu gwanga eryo bwezigenda okuddamu okusomesa kyoka ng'abayizi abawala tebajja kukirizibwa kutuula mukibiina kimu n'abalenzGavumenti eno ey'abasibira mu bbwa kumulundi guno ekiriza abakazi ....
Mukebeza Munnye: Twagala kutunulira emyaka asatu (30) ej'ekitongole kya Uganda Revenue Authority nga kiwereza banna UgandEkibuuzo: Ggwe mukulabako biki ebitambudde obulunji mu kitongole kino nabiki ebikyaganye?
MusokeCharles20 CrystalPalace SpursOfficial webale kuwuliriza radio buddu
KiyembaSamuel3 mrjjuuko webale kuwuliriza radio buddu
Obulabirizi bwa Rwenzori mu kkanisa ya Uganda busabye abatooro okusonyiwa eyaliko Ssaabaminister w’Obukama bwabwe John Sanyu Katuramu eyayimbuddwa #AmawulireKuBeatFM
